DateTime,Experiment,Iteration,RequestedAngle,RequestedSpeed,voltage,Correction,Deceleration,GyroStartAngle,GyroEndAngle,ActualStartAngle,ActualEndAngle,GyroError,ActualError,StartFoundRobot,EndFoundRobot
2023-08-15 19:42:57.007845,37,0,120,500,8117,-0.01,200,0.0,116.303,332.5255683737229,87.16899832213474,116.303,245.35657005158814,True,True

2023-08-15 19:43:06.544465,37,1,120,500,8116,-0.01,200,0.0,116.9819,87.16899832213474,198.53092156316825,116.9819,111.36192324103351,True,True

2023-08-15 19:43:16.325554,37,2,120,500,8115,-0.01,200,0.0,117.0505,198.53092156316825,320.3051096062104,117.0505,121.77418804304216,True,True

2023-08-15 19:43:26.287112,37,3,120,500,8115,-0.01,200,0.0,116.7798,320.8922276173191,76.40905155215867,116.7798,244.48317606516045,True,True

2023-08-15 19:43:35.226910,38,0,330,600,8114,0.01,500,0.0,-20.56616,76.40905155215867,54.59890306854181,20.56616,21.810148483616864,True,True

2023-08-15 19:43:43.991816,38,1,330,600,8114,0.01,500,0.0,-20.80322,54.59890306854181,28.42120922452686,20.80322,26.17769384401495,True,True

2023-08-15 19:43:52.806476,38,2,330,600,8115,0.01,500,0.0,-21.25879,184.7636416907262,4.019582487837469,21.25879,180.7440592028887,True,True

2023-08-15 19:44:37.812984,38,3,330,600,8112,0.01,500,0.0,-22.16455,4.327648203108187,356.3282999016293,22.16455,352.0006516985211,True,True

2023-08-15 19:44:46.444476,39,0,300,700,8112,0.01,400,0.0,-50.61035,356.3086140135487,295.9139907968485,50.61035,60.39462321670021,True,True

2023-08-15 19:44:55.512887,39,1,300,700,8112,0.01,400,0.0,-50.56372,295.9139907968485,245.18286912757316,50.56372,50.73112166927535,True,True

2023-08-15 19:45:04.208982,39,2,300,700,8111,0.01,400,0.0,-51.03076,245.18286912757316,191.1291892896112,51.03076,54.053679837961965,True,True

2023-08-15 19:45:13.090880,39,3,300,700,8111,0.01,400,0.0,-50.96045,191.7307753322874,144.39244934081893,50.96045,47.33832599146848,True,True

2023-08-15 19:45:22.258259,40,0,210,200,8111,0.02,500,0.0,-140.3318,144.88412400752208,-0.0,140.3318,144.88412400752208,True,True

2023-08-15 19:45:31.455306,40,1,210,200,8109,0.02,500,0.0,-140.3145,-0.0,223.32760563891074,140.3145,223.32760563891074,True,True

2023-08-15 19:45:40.572932,40,2,210,200,8109,0.02,500,0.0,-141.2712,223.32760563891074,84.66367990260856,141.2712,138.6639257363022,True,True

2023-08-15 19:45:49.809040,40,3,210,200,8109,0.02,500,0.0,-140.7131,84.66367990260856,305.2037900825255,140.7131,220.5401101799169,True,True

2023-08-15 19:45:58.630222,41,0,45,700,8108,0.01,200,0.0,37.57739,305.2037900825255,342.7879280730153,37.57739,37.58413799048981,True,True

2023-08-15 19:46:07.388097,41,1,45,700,8107,0.01,200,0.0,37.64063,342.7879280730153,-0.0,37.64063,342.7879280730153,True,True

2023-08-15 19:46:16.330017,41,2,45,700,8106,0.01,200,0.0,36.67065,-0.0,58.27639704231597,36.67065,58.27639704231597,True,True

2023-08-15 19:46:25.448672,41,3,45,700,8107,0.01,200,0.0,37.87524,58.27639704231597,95.58724396420435,37.87524,37.31084692188838,True,True

2023-08-15 19:46:34.205860,42,0,45,700,8105,0.02,500,0.0,40.70776,95.58724396420435,136.69715618960026,40.70776,41.10991222539592,True,True

2023-08-15 19:50:29.312426,0,0,0,200,7998,-0.02,200,0.0,2.384186,136.91624437249638,136.91624437249638,2.384186,0.0,True,True

2023-08-15 19:50:37.630281,0,1,0,200,8102,-0.02,200,0.0,-0.0002975464,136.91624437249638,136.91624437249638,0.0002975464,0.0,True,True

2023-08-15 19:50:45.867211,0,2,0,200,8101,-0.02,200,0.0,-0.0002293587,136.91624437249638,136.91624437249638,0.0002293587,0.0,True,True

2023-08-15 19:50:53.948295,0,3,0,200,8099,-0.02,200,0.0,-4.601479,136.91624437249638,136.91624437249638,4.601479,0.0,True,True

2023-08-15 19:51:02.899018,1,0,60,600,8098,0.01,200,0.0,53.84169,136.91624437249638,188.7461622625552,53.84169,51.82991789005882,True,True

2023-08-15 19:51:12.071893,1,1,60,600,8098,0.01,200,0.0,54.87125,187.51214410305275,244.23998876249186,54.87125,56.727844659439114,True,True

2023-08-15 19:51:21.072177,1,2,60,600,8097,0.01,200,0.0,53.97463,244.5107994437133,299.0264765708934,53.97463,54.51567712718011,True,True

2023-08-15 19:51:30.495171,1,3,60,600,8097,0.01,200,0.0,54.09015,299.0264765708934,-0.0,54.09015,299.0264765708934,True,True

2023-08-15 19:51:40.035703,2,0,240,400,8095,0.02,300,0.0,-109.6077,-0.0,243.56913073103783,109.6077,243.56913073103783,True,True

2023-08-15 19:51:48.738045,3,0,45,700,8095,-0.02,400,0.0,40.95924,243.56913073103783,283.9633481134748,40.95924,40.39421738243698,True,True

